ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6214	"Ccdc63"	NA	chrNC_000071.7	-	122246117	122246338	122246117	122246328	122247234	122247438	6214	4,1,1	1,3,0	0,6,4	0,0,1	110	100	1	1.0	0.784,0.233,1.0	NA,1.0,0.784	-0.22
6215	"Ccdc63"	NA	chrNC_000071.7	-	122246117	122246328	122246117	122246310	122248922	122249115	6215	9,0,3	3,2,0	2,4,8	0,0,2	118	100	0.0271929184895	0.24576149313490664	0.718,0.0,1.0	1.0,1.0,0.772	-0.351
6216	"Ccdc63"	NA	chrNC_000071.7	-	122267785	122268018	122267785	122267955	122268351	122268468	6216	9,11,1	13,7,0	3,16,11	0,20,8	163	100	0.772158307984	1.0	0.298,0.491,1.0	1.0,0.329,0.458	0.001
6218	"Chi3l1"	NA	chrNC_000067.7	+	134110970	134111439	134111234	134111439	134110517	134110547	6218	36,56,46	101,162,168	100,57,51	278,189,169	364	100	0.918303320548	1.0	0.089,0.087,0.07	0.09,0.077,0.077	0.001
6219	"Vpreb3"	NA	chrNC_000076.7	+	75784976	75785491	75785015	75785491	75784133	75784243	6219	1,11,13	0,0,1	31,8,27	3,0,0	139	100	0.887854856076	1.0	1.0,1.0,0.903	0.881,1.0,1.0	0.007
6220	"Rnf19b"	NA	chrNC_000070.7	+	128967291	128967436	128967294	128967436	128965529	128965735	6220	20,13,10	139,163,109	17,23,20	129,118,193	103	100	0.20879120651	0.7236178544380998	0.123,0.072,0.082	0.113,0.159,0.091	-0.029
6223	"Gm20515"	NA	chrNC_000069.7	-	34472639	34473276	34472639	34472713	34475156	34482203	6223	0,0,1	0,0,0	6,1,1	0,0,2	663	100	1	1.0	NA,NA,1.0	1.0,1.0,0.07	0.31
6224	"Gm20515"	NA	chrNC_000069.7	-	34485104	34485195	34485104	34485178	34486545	34486728	6224	2,5,1	0,0,0	1,0,0	1,0,0	117	100	1	1.0	1.0,1.0,1.0	0.461,NA,NA	0.539
6227	"Gm20515"	NA	chrNC_000069.7	-	34485104	34486728	34485104	34485195	34487720	34508541	6227	71,67,79	0,0,0	74,85,79	1,0,0	1633	100	1	1.0	1.0,1.0,1.0	0.819,1.0,1.0	0.06
6228	"Gm20515"	NA	chrNC_000069.7	-	34485104	34485195	34485104	34485178	34488935	34508541	6228	1,4,0	0,0,1	1,0,2	0,0,0	117	100	1	1.0	1.0,1.0,0.0	1.0,NA,1.0	-0.333
6229	"Gm20515"	NA	chrNC_000069.7	-	34485104	34487805	34485104	34485178	34488935	34508541	6229	124,135,146	0,0,1	154,150,156	0,0,0	2727	100	1	1.0	1.0,1.0,0.843	1.0,1.0,1.0	-0.052
6230	"Gm20515"	NA	chrNC_000069.7	-	34485104	34488499	34485104	34485178	34488935	34508541	6230	167,160,188	0,0,1	187,177,185	0,0,0	3421	100	1	1.0	1.0,1.0,0.846	1.0,1.0,1.0	-0.051
6231	"Gm20515"	NA	chrNC_000069.7	-	34485104	34487805	34485104	34485195	34488935	34508541	6231	123,131,146	0,0,0	153,150,156	0,0,2	2710	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.742	0.086
6232	"Gm20515"	NA	chrNC_000069.7	-	34485104	34488499	34485104	34485195	34488935	34508541	6232	166,156,188	0,0,0	186,177,185	0,0,2	3404	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.731	0.09
6234	"Gm20515"	NA	chrNC_000069.7	-	34485104	34485195	34485104	34485178	34489111	34508541	6234	1,6,0	0,0,1	1,0,1	0,0,0	117	100	1	1.0	1.0,1.0,0.0	1.0,NA,1.0	-0.333
6235	"Gm20515"	NA	chrNC_000069.7	-	34485104	34487805	34485104	34485178	34489111	34508541	6235	124,135,146	0,0,1	155,150,156	0,0,0	2727	100	1	1.0	1.0,1.0,0.843	1.0,1.0,1.0	-0.052
6236	"Gm20515"	NA	chrNC_000069.7	-	34485104	34488499	34485104	34485178	34489111	34508541	6236	167,158,188	0,0,1	187,177,185	0,0,0	3421	100	1	1.0	1.0,1.0,0.846	1.0,1.0,1.0	-0.051
6237	"Gm20515"	NA	chrNC_000069.7	-	34485104	34487805	34485104	34485195	34489111	34508541	6237	123,131,146	0,2,0	154,150,156	0,0,1	2710	100	1	1.0	1.0,0.707,1.0	1.0,1.0,0.852	-0.048
6238	"Gm20515"	NA	chrNC_000069.7	-	34485104	34488499	34485104	34485195	34489111	34508541	6238	166,154,188	0,2,0	186,177,185	0,0,1	3404	100	1	1.0	1.0,0.693,1.0	1.0,1.0,0.845	-0.051
6239	"Gm20515"	NA	chrNC_000069.7	-	34485104	34488499	34485104	34487805	34489111	34508541	6239	43,23,42	0,0,0	33,27,29	1,0,0	794	100	1	1.0	1.0,1.0,1.0	0.806,1.0,1.0	0.065
6240	"Ube2a"	NA	chrNC_000086.8	+	36146251	36146340	36146260	36146340	36145309	36145399	6240	390,447,442	0,2,1	344,505,438	0,0,0	109	100	1	1.0	1.0,0.995,0.998	1.0,1.0,1.0	-0.002
6242	"Elac2"	NA	chrNC_000077.7	+	64889318	64889443	64889333	64889443	64889166	64889205	6242	7,4,12	77,63,62	3,8,13	85,103,107	115	100	0.324097114189	0.8826101557086427	0.073,0.052,0.144	0.03,0.063,0.096	0.027
6243	"Apba3"	NA	chrNC_000076.7	+	81107198	81107360	81107225	81107360	81107029	81107116	6243	250,249,276	10,16,16	327,274,315	13,8,14	127	100	0.156113152464	0.6333966540303165	0.952,0.925,0.931	0.952,0.964,0.947	-0.018
6245	"Optc"	NA	chrNC_000067.7	-	133824936	133825753	133824936	133825708	133826079	133826175	6245	1,0,0	10,3,13	10,0,0	15,8,7	145	100	0.000835644034822	0.03037279473858446	0.065,0.0,0.0	0.315,0.0,0.0	-0.083
6246	"Optc"	NA	chrNC_000067.7	-	133824936	133825809	133824936	133825708	133826079	133826175	6246	0,0,0	10,3,13	10,0,1	15,8,7	201	100	6.82155882091e-05	0.006603793673934795	0.0,0.0,0.0	0.249,0.0,0.066	-0.105
6247	"Optc"	NA	chrNC_000067.7	-	133824936	133825809	133824936	133825753	133826079	133826175	6247	0,0,0	1,0,0	4,0,1	4,0,0	156	100	1	1.0	0.0,NA,NA	0.391,NA,1.0	-0.696
6248	"9230110K08Rik"	NA	chrNC_000070.7	+	151947617	151947768	151947620	151947768	151946180	151947314	6248	4,0,2	2,0,1	7,0,0	7,1,0	103	100	1	1.0	0.66,NA,0.66	0.493,0.0,NA	0.414
6249	"Ints7"	NA	chrNC_000067.7	+	191341768	191342613	191342475	191342613	191339931	191340171	6249	127,109,82	38,60,55	93,116,147	50,56,70	807	100	0.901539896576	1.0	0.293,0.184,0.156	0.187,0.204,0.206	0.012
6250	"Cyp2r1"	NA	chrNC_000073.7	-	114151955	114152111	114151955	114152045	114153825	114153870	6250	1,1,7	0,0,0	1,0,1	1,0,0	166	100	1	1.0	1.0,1.0,1.0	0.376,NA,1.0	0.312
6251	"Cyp2r1"	NA	chrNC_000073.7	-	114151955	114152588	114151955	114152045	114153825	114153967	6251	18,27,27	0,0,0	11,16,6	1,0,0	643	100	1	1.0	1.0,1.0,1.0	0.631,1.0,1.0	0.123
6255	"Zfp341"	NA	chrNC_000068.8	+	154483888	154484034	154483901	154484034	154483235	154483332	6255	1,0,1	14,19,14	0,0,2	32,14,21	113	100	1	1.0	0.059,0.0,0.059	0.0,0.0,0.078	0.013
6256	"Ak5"	NA	chrNC_000069.7	-	152168460	152169658	152168460	152169653	152178373	152178585	6256	2,4,3	3,5,2	2,3,4	0,0,4	105	100	0.0333279580545	0.27346852623692425	0.388,0.432,0.588	1.0,1.0,0.488	-0.36
6260	"Ak5"	NA	chrNC_000069.7	-	152168460	152169658	152168460	152169653	152183977	152184094	6260	1,0,1	0,0,0	0,2,1	2,2,1	105	100	1	1.0	1.0,NA,1.0	0.0,0.488,0.488	0.675
6261	"Ak5"	NA	chrNC_000069.7	-	152187174	152187384	152187174	152187338	152204947	152204992	6261	3,0,6	154,202,135	5,3,0	167,189,519	146	100	0.980914328763	1.0	0.013,0.0,0.03	0.02,0.011,0.0	0.004
6263	"Xrn1"	NA	chrNC_000075.7	+	95855502	95855671	95855662	95855671	95855331	95855419	6263	64,59,48	0,0,1	87,38,83	0,0,0	260	100	1	1.0	1.0,1.0,0.949	1.0,1.0,1.0	-0.017
6264	"Xrn1"	NA	chrNC_000075.7	+	95933646	95933807	95933685	95933807	95930393	95930496	6264	24,27,33	18,28,16	36,31,28	18,15,20	139	100	0.331486496357	0.889737682037397	0.49,0.41,0.597	0.59,0.598,0.502	-0.064
6265	"Mndal"	NA	chrNC_000067.7	-	173684785	173685076	173684785	173685070	173687741	173687930	6265	26,61,33	2,1,0	14,29,52	1,0,6	106	100	0.0522040686726	0.3546495029660842	0.925,0.983,1.0	0.93,1.0,0.891	0.029
6266	"Mndal"	NA	chrNC_000067.7	-	173703141	173703454	173703141	173703426	173707490	173707556	6266	6,3,1	4,11,16	5,0,1	3,7,2	128	100	0.892521060536	1.0	0.54,0.176,0.047	0.566,0.0,0.281	-0.028
6267	"Rnf32"	NA	chrNC_000071.7	+	29401577	29401643	29401620	29401643	29400979	29401110	6267	136,136,171	0,1,1	115,155,118	0,0,4	143	100	1	1.0	1.0,0.99,0.992	1.0,1.0,0.954	0.009
6268	"Rnf32"	NA	chrNC_000071.7	+	29401577	29401643	29401620	29401643	29401125	29401183	6268	71,72,109	0,1,2	55,83,67	1,3,2	143	100	0.206055129683	0.7204354080214675	1.0,0.981,0.974	0.975,0.951,0.959	0.023
6269	"Rnf32"	NA	chrNC_000071.7	+	29403571	29403836	29403611	29403836	29402923	29403018	6269	228,245,330	8,9,15	264,222,212	5,11,4	140	100	0.224476410415	0.74774280464375	0.953,0.951,0.94	0.974,0.935,0.974	-0.013
6270	"Rnf32"	NA	chrNC_000071.7	+	29411171	29411296	29411227	29411296	29410666	29410699	6270	208,238,321	27,41,28	267,212,168	22,12,20	156	100	0.0316834423736	0.2645524224542746	0.832,0.788,0.88	0.886,0.919,0.843	-0.049
6271	"Cep152"	NA	chrNC_000068.8	-	125405007	125406317	125405007	125406314	125408128	125408241	6271	4,7,6	4,3,4	11,8,9	2,8,6	103	100	0.873670322444	1.0	0.493,0.694,0.593	0.842,0.493,0.593	-0.049
6272	"Cep152"	NA	chrNC_000068.8	-	125418633	125418816	125418633	125418775	125421293	125421944	6272	0,1,1	24,14,15	2,1,1	15,3,9	141	100	1	1.0	0.0,0.048,0.045	0.086,0.191,0.073	-0.086
6273	"Cep152"	NA	chrNC_000068.8	-	125456207	125456348	125456207	125456313	125460292	125460461	6273	6,5,7	4,0,1	4,7,4	4,4,4	135	100	0.0331127049175	0.27236822966453433	0.526,1.0,0.838	0.426,0.565,0.426	0.316
6274	"Cep152"	NA	chrNC_000068.8	-	125456207	125456351	125456207	125456313	125460292	125460461	6274	5,1,0	4,0,1	0,3,5	4,4,4	138	100	0.621032357147	1.0	0.475,1.0,0.0	0.0,0.352,0.475	0.216
6275	"Cep152"	NA	chrNC_000068.8	-	125456207	125456351	125456207	125456348	125460292	125460461	6275	0,0,0	1,4,7	0,1,2	4,5,1	103	100	0.52187860068	1.0	0.0,0.0,0.0	0.0,0.163,0.66	-0.274
6278	"Tyw5"	NA	chrNC_000067.7	-	57432508	57432853	57432508	57432646	57433205	57433250	6278	38,16,30	63,70,68	33,32,47	92,80,74	307	100	0.614162557837	1.0	0.164,0.069,0.126	0.105,0.115,0.171	-0.011
6281	"Snhg17"	NA	chrNC_000068.8	-	158201101	158201352	158201101	158201251	158202378	158202519	6281	52,38,42	3,0,5	58,38,51	0,2,0	201	100	0.00459092406927	0.09080829770021681	0.896,1.0,0.807	1.0,0.904,1.0	-0.067
6282	"Snhg17"	NA	chrNC_000068.8	-	158201101	158201352	158201101	158201251	158202383	158202519	6282	68,60,71	5,4,8	71,51,66	7,1,5	201	100	0.566347026224	1.0	0.871,0.882,0.815	0.835,0.962,0.868	-0.032
6285	"Cntn6"	NA	chrNC_000072.7	+	104545914	104546054	104545918	104546054	104470025	104470233	6285	2,3,1	0,0,1	1,2,7	0,0,2	104	100	1	1.0	1.0,1.0,0.49	1.0,1.0,0.771	-0.094
6291	"Mfsd8"	NA	chrNC_000069.7	-	40776629	40776747	40776629	40776733	40778261	40778396	6291	3,2,0	45,60,50	0,2,0	58,66,56	114	100	0.504974788416	1.0	0.055,0.028,0.0	0.0,0.026,0.0	0.019
6292	"Mfsd8"	NA	chrNC_000069.7	-	40789603	40789844	40789603	40789740	40791523	40791567	6292	87,73,102	13,6,6	74,65,69	9,9,9	204	100	0.330702432039	0.8889753285532956	0.766,0.856,0.893	0.801,0.78,0.79	0.048
6293	"Mdm4"	NA	chrNC_000067.7	-	132932391	132932459	132932391	132932430	132936874	132936930	6293	88,120,59	1,4,6	99,85,107	6,1,3	129	100	0.704150683409	1.0	0.986,0.959,0.884	0.927,0.985,0.965	-0.016
6294	"Mdm4"	NA	chrNC_000067.7	-	132940374	132940452	132940374	132940449	132946514	132946622	6294	89,54,90	60,71,50	102,52,83	79,59,93	103	100	0.327670471898	0.8859930153710045	0.59,0.425,0.636	0.556,0.461,0.464	0.057
6295	"Ivns1abp"	NA	chrNC_000067.7	+	151230917	151231987	151231879	151231987	151230384	151230510	6295	563,613,592	633,751,719	776,656,839	1147,740,904	1062	100	0.802197673768	1.0	0.077,0.071,0.072	0.06,0.077,0.08	0.001
6296	"Cldn12"	NA	chrNC_000071.7	-	5563161	5563251	5563161	5563223	5564231	5564542	6296	78,85,61	1,0,1	83,86,88	6,0,0	128	100	0.547671523944	1.0	0.984,1.0,0.979	0.915,1.0,1.0	0.016
6297	"Cldn12"	NA	chrNC_000071.7	-	5563161	5563251	5563161	5563223	5564627	5564849	6297	86,101,73	4,0,0	84,103,85	0,0,0	128	100	0.756727309135	1.0	0.944,1.0,1.0	1.0,1.0,1.0	-0.019
6298	"Cldn12"	NA	chrNC_000071.7	-	5563161	5563251	5563161	5563223	5564764	5564849	6298	204,217,142	4,8,21	198,194,192	8,9,13	128	100	0.650153769821	1.0	0.976,0.955,0.841	0.951,0.944,0.92	-0.014
6305	"Ubr3"	NA	chrNC_000068.8	+	69747420	69747579	69747423	69747579	69744757	69744897	6305	164,130,103	45,65,24	105,127,208	47,36,76	103	100	0.617933449159	1.0	0.78,0.66,0.806	0.684,0.774,0.727	0.02
6306	"Ubr3"	NA	chrNC_000068.8	+	69829428	69829562	69829492	69829562	69824019	69824156	6306	9,14,11	4,0,2	12,15,10	6,2,3	164	100	0.265831530607	0.8025134919836332	0.578,1.0,0.77	0.549,0.821,0.67	0.103
6307	"Mindy1"	NA	chrNC_000069.7	+	95202583	95202736	95202610	95202736	95202105	95202297	6307	176,189,189	42,43,40	202,188,148	40,40,35	127	100	0.746399206559	1.0	0.767,0.776,0.788	0.799,0.787,0.769	-0.008
6309	"Nelfa"	NA	chrNC_000071.7	-	34058534	34058623	34058534	34058617	34058931	34059001	6309	131,164,170	0,0,0	155,165,174	0,2,0	106	100	1	1.0	1.0,1.0,1.0	1.0,0.987,1.0	0.004
6310	"Nelfa"	NA	chrNC_000071.7	-	34077835	34077997	34077835	34077993	34079189	34079361	6310	123,164,138	1,4,2	158,117,157	0,0,0	104	100	0.61459561128	1.0	0.992,0.975,0.985	1.0,1.0,1.0	-0.016
6314	"Tmprss7"	NA	chrNC_000082.7	-	45503771	45503965	45503771	45503962	45504933	45505001	6314	7,4,1	0,0,0	2,3,4	0,1,0	103	100	1	1.0	1.0,1.0,1.0	1.0,0.744,1.0	0.085
6318	"Srgap2"	NA	chrNC_000067.7	-	131220258	131223277	131220258	131220583	131224057	131224204	6318	1040,812,909	121,141,97	1055,939,853	142,113,121	2794	100	0.90432567954	1.0	0.235,0.171,0.251	0.21,0.229,0.201	0.006
6319	"Srgap2"	NA	chrNC_000067.7	-	131220258	131224937	131220258	131220583	131226069	131226250	6319	1990,1592,1753	8,4,5	1941,1900,1561	2,11,0	4454	100	0.378693075426	0.9311674949436395	0.848,0.899,0.887	0.956,0.795,1.0	-0.039
6320	"Srgap2"	NA	chrNC_000067.7	-	131224057	131224937	131224057	131224204	131226069	131226250	6320	289,235,274	352,291,320	232,235,201	288,352,332	833	100	0.084108414177	0.4494710795828217	0.09,0.088,0.093	0.088,0.074,0.068	0.014
6322	"Ipo5"	NA	chrNC_000080.7	+	121153493	121153581	121153500	121153581	121148638	121148755	6322	0,0,1	0,0,0	3,0,0	1,0,0	107	100	1	1.0	NA,NA,1.0	0.737,NA,NA	0.263
6323	"Eif2d"	NA	chrNC_000067.7	+	131081965	131082156	131081968	131082156	131080932	131081162	6323	247,213,267	10,6,5	279,299,212	16,9,12	103	100	0.0681975372113	0.40341527887389445	0.96,0.972,0.981	0.944,0.97,0.945	0.018
6324	"Eif2d"	NA	chrNC_000067.7	+	131088136	131088361	131088146	131088361	131085928	131086036	6324	16,31,14	342,346,331	29,9,34	382,281,291	110	100	0.240537927776	0.7729766539574746	0.041,0.075,0.037	0.065,0.028,0.096	-0.012
6325	"Eif2d"	NA	chrNC_000067.7	+	131106336	131108143	131106369	131108143	131098673	131098848	6325	10,8,10	4,6,3	5,8,3	2,12,1	133	100	0.345218808702	0.9011288324366759	0.653,0.501,0.715	0.653,0.334,0.693	0.063
6327	"Fau"	NA	chrNC_000085.7	+	6108272	6108355	6108275	6108355	6107976	6108031	6327	1451,1461,1559	151,190,179	1810,1484,1597	168,179,121	103	100	0.064686927732	0.39473815080184654	0.903,0.882,0.894	0.913,0.889,0.928	-0.017
6328	"Fam76b"	NA	chrNC_000075.7	+	13748132	13748268	13748135	13748268	13747398	13747479	6328	66,64,49	15,19,16	60,55,47	15,12,8	103	100	0.288358037194	0.8347293612619873	0.81,0.766,0.748	0.795,0.817,0.851	-0.046
6329	"Fam76b"	NA	chrNC_000075.7	+	13748132	13748268	13748135	13748268	13747954	13748012	6329	7,10,5	1,2,3	6,7,10	3,2,4	103	100	0.428134902625	0.9792054065489549	0.872,0.829,0.618	0.66,0.773,0.708	0.059
6330	"Fam76b"	NA	chrNC_000075.7	+	13751155	13757826	13755324	13757826	13750935	13751037	6330	814,645,560	116,94,107	531,875,852	106,103,67	4269	100	0.087057585328	0.45962022500383004	0.141,0.138,0.109	0.105,0.166,0.23	-0.038
6331	"Zfp933"	NA	chrNC_000070.7	-	147913126	147913468	147913126	147913253	147932734	147932875	6331	2,9,6	46,34,34	12,10,4	58,34,36	315	100	0.315581021044	0.8733561626913118	0.014,0.078,0.053	0.062,0.085,0.034	-0.012
6332	"Ralgapa2"	NA	chrNC_000068.8	-	146102285	146103030	146102285	146102407	146103138	146103300	6332	6,12,0	0,0,0	0,0,2	0,0,1	723	100	1	1.0	1.0,1.0,NA	NA,NA,0.217	0.783
6333	"Ralgapa2"	NA	chrNC_000068.8	-	146248261	146248371	146248261	146248352	146252092	146252190	6333	0,2,0	14,20,13	0,1,2	15,14,12	119	100	0.464717486832	1.0	0.0,0.078,0.0	0.0,0.057,0.123	-0.034
6337	"Lypla2"	NA	chrNC_000070.7	-	135697269	135697340	135697269	135697317	135697764	135697830	6337	16,15,22	377,328,312	34,22,28	272,367,431	123	100	0.0300315023032	0.2575444337211394	0.033,0.036,0.054	0.092,0.046,0.05	-0.022
6338	"Cdk12"	NA	chrNC_000077.7	+	98101186	98102062	98101189	98102062	98093258	98095236	6338	31,54,36	10,30,24	48,43,43	4,10,17	103	100	0.00641697105104	0.11012368678342631	0.751,0.636,0.593	0.921,0.807,0.711	-0.153
6339	"Cdk12"	NA	chrNC_000077.7	+	98140508	98140926	98140535	98140926	98136042	98136495	6339	53,24,35	25,32,29	30,25,22	38,24,34	127	100	0.118693738503	0.5494641478199228	0.625,0.371,0.487	0.383,0.451,0.338	0.104
6340	"Cdk12"	NA	chrNC_000077.7	+	98140508	98154396	98154295	98154396	98136042	98136495	6340	1276,1220,1390	9,20,19	1236,1261,1225	14,10,21	13887	100	0.961030477345	1.0	0.505,0.305,0.345	0.389,0.476,0.296	-0.002
6341	"Cdk12"	NA	chrNC_000077.7	+	98140535	98154396	98154295	98154396	98136042	98136495	6341	1248,1228,1384	9,20,19	1244,1260,1237	14,10,21	13860	100	0.927082136672	1.0	0.5,0.307,0.345	0.391,0.476,0.298	-0.004
6342	"Ccnc"	NA	chrNC_000070.7	+	21747482	21750546	21748136	21750546	21746655	21746774	6342	500,554,534	177,172,140	747,485,616	213,166,135	754	100	0.398141905241	0.9492068358649728	0.273,0.299,0.336	0.317,0.279,0.377	-0.022
6343	"Rbm12"	NA	chrNC_000068.8	-	155945268	155945349	155945268	155945317	155953705	155953847	6343	115,92,90	82,77,76	73,124,100	98,97,96	132	100	0.172475991208	0.6565855835209226	0.515,0.475,0.473	0.361,0.492,0.441	0.056
6344	"Slc39a14"	NA	chrNC_000080.7	-	70551049	70553282	70551049	70551219	70553886	70554073	6344	529,579,464	62,76,58	1015,542,556	83,73,68	2163	100	0.360913445718	0.9164277635482693	0.283,0.26,0.27	0.361,0.256,0.274	-0.026
6345	"Dnmt3b"	NA	chrNC_000068.8	+	153517645	153517733	153517648	153517733	153516777	153516964	6345	1,2,4	2,1,1	2,4,0	3,1,3	103	100	0.193174592322	0.6970902492823999	0.327,0.66,0.795	0.393,0.795,0.0	0.198
6349	"Rnf112"	NA	chrNC_000077.7	-	61341653	61341860	61341653	61341728	61342146	61342197	6349	332,466,171	0,0,2	85,365,1122	0,0,0	232	100	1	1.0	1.0,1.0,0.974	1.0,1.0,1.0	-0.009
6350	"Rnf112"	NA	chrNC_000077.7	-	61343085	61343292	61343085	61343289	61343453	61343739	6350	234,240,110	9,25,6	72,199,614	2,16,48	103	100	0.650965509867	1.0	0.962,0.903,0.947	0.972,0.924,0.925	-0.003
6351	"Rnf112"	NA	chrNC_000077.7	-	61343453	61343773	61343453	61343739	61344253	61344322	6351	17,34,15	33,51,20	4,31,84	24,36,185	134	100	0.332726340012	0.8910685127435741	0.278,0.332,0.359	0.111,0.391,0.253	0.071
6352	"Rnf112"	NA	chrNC_000077.7	-	61343453	61343773	61343453	61343739	61344444	61344485	6352	38,60,22	146,153,45	8,42,75	20,91,341	134	100	0.44830750555	0.9965490020184	0.163,0.226,0.267	0.23,0.256,0.141	0.01
6353	"Gm14320"	NA	chrNC_000068.8	+	167509192	167509624	167509302	167509624	167506490	167506965	6353	5,7,6	2,0,0	2,2,0	2,0,5	210	100	0.000152446673239	0.01037049396060981	0.543,1.0,1.0	0.323,1.0,0.0	0.407
6355	"Hmmr"	NA	chrNC_000077.7	-	40612465	40612583	40612465	40612566	40612656	40612743	6355	1,0,0	8,10,13	2,0,0	6,8,0	117	100	1	1.0	0.097,0.0,0.0	0.222,0.0,NA	-0.079
6356	"Hmmr"	NA	chrNC_000077.7	-	40615699	40615747	40615699	40615744	40619253	40619333	6356	12,15,12	0,0,0	12,3,2	0,1,0	103	100	1	1.0	1.0,1.0,1.0	1.0,0.744,1.0	0.085
6357	"Vapa"	NA	chrNC_000083.7	-	65889574	65889772	65889574	65889748	65899285	65899366	6357	17,11,5	1317,1418,1354	11,8,3	1467,1245,1325	124	100	1	1.0	0.01,0.006,0.003	0.006,0.005,0.002	0.002
6360	"Sh3bp5"	NA	chrNC_000080.7	-	31094570	31097158	31094570	31097155	31097560	31097821	6360	179,221,128	5,7,6	152,106,260	2,0,13	103	100	0.720634239516	1.0	0.972,0.968,0.954	0.987,1.0,0.951	-0.015
6361	"Il17rc"	NA	chrNC_000072.7	+	113453359	113453499	113453386	113453499	113451121	113451233	6361	67,39,46	0,0,0	43,55,28	0,3,1	127	100	0.382075020751	0.9339469275981058	1.0,1.0,1.0	1.0,0.935,0.957	0.036
6362	"Il17rc"	NA	chrNC_000072.7	+	113453359	113453499	113453386	113453499	113451513	113451558	6362	149,121,141	11,11,11	154,132,50	16,14,1	127	100	0.669511225098	1.0	0.914,0.896,0.91	0.883,0.881,0.975	-0.006
6363	"Il17rc"	NA	chrNC_000072.7	+	113457061	113457136	113457090	113457136	113456211	113456262	6363	5,6,2	163,132,200	5,2,5	146,107,76	129	100	0.529788601864	1.0	0.023,0.034,0.008	0.026,0.014,0.049	-0.008
6367	"Lrif1"	NA	chrNC_000069.7	+	106638978	106640458	106638986	106640458	106628888	106629168	6367	0,6,2	0,0,0	8,8,7	1,0,0	108	100	1	1.0	NA,1.0,1.0	0.881,1.0,1.0	0.04
6368	"Lrif1"	NA	chrNC_000069.7	+	106640652	106641955	106641673	106641955	106638978	106640458	6368	81,81,77	30,23,37	101,83,103	29,30,26	1121	100	0.217038051754	0.7358314199775193	0.194,0.239,0.157	0.237,0.198,0.261	-0.035
6371	"Pear1"	NA	chrNC_000069.7	-	87664450	87664571	87664450	87664549	87665233	87665477	6371	0,6,14	0,0,0	12,1,9	0,1,0	122	100	1	1.0	NA,1.0,1.0	1.0,0.45,1.0	0.183
6372	"Pear1"	NA	chrNC_000069.7	-	87666400	87666501	87666400	87666473	87666783	87666888	6372	7,14,13	0,0,1	6,3,10	0,1,1	128	100	1	1.0	1.0,1.0,0.91	1.0,0.701,0.887	0.107
6374	"Rasa4"	NA	chrNC_000071.7	+	136132400	136132860	136132690	136132860	136132133	136132278	6374	2,8,3	29,39,30	16,9,7	42,14,42	390	100	0.00520629944049	0.09831385076276472	0.017,0.05,0.025	0.089,0.142,0.041	-0.06
6375	"Mybph"	NA	chrNC_000067.7	+	134128682	134128972	134128685	134128972	134127687	134128185	6375	20,19,18	7,4,15	29,28,15	19,15,16	103	100	0.18282826841	0.6781550624456469	0.735,0.822,0.538	0.597,0.644,0.476	0.126
6376	"Ilf2"	NA	chrNC_000069.7	+	90391598	90391877	90391760	90391877	90390083	90390149	6376	21,22,19	558,572,668	24,8,24	622,585,637	262	100	0.539481844146	1.0	0.014,0.014,0.011	0.015,0.005,0.014	0.002
6377	"H2az1"	NA	chrNC_000069.7	+	137571771	137571901	137571840	137571901	137571280	137571394	6377	1460,1785,1543	0,6,4	1649,1696,2290	6,7,15	169	100	1	1.0	1.0,0.994,0.996	0.994,0.993,0.989	0.005
6378	"Fstl5"	NA	chrNC_000069.7	+	76131147	76131181	76131150	76131181	76052255	76052397	6378	6,5,3	0,2,0	2,0,36	0,0,9	103	100	1	1.0	1.0,0.708,1.0	1.0,NA,0.795	0.005
6379	"Trim30d"	NA	chrNC_000073.7	-	104122090	104122183	104122090	104122117	104122385	104122489	6379	13,11,12	144,153,152	12,8,5	149,113,87	166	100	0.607945871569	1.0	0.052,0.042,0.045	0.046,0.041,0.033	0.006
6383	"Zfp169"	NA	chrNC_000079.7	-	48634238	48644872	48634238	48644869	48651798	48651894	6383	20,15,9	2,8,11	6,5,18	6,14,4	103	100	0.314044156564	0.8717387836466368	0.907,0.645,0.443	0.493,0.257,0.814	0.144
6384	"Gba1"	NA	chrNC_000069.7	+	89110778	89110848	89110781	89110848	89110234	89110393	6384	410,366,414	3,3,3	327,399,320	2,3,4	103	100	1	1.0	0.993,0.992,0.993	0.994,0.992,0.987	0.002
6386	"Gba1"	NA	chrNC_000069.7	+	89115090	89115294	89115130	89115294	89114533	89114758	6386	8,2,7	541,433,435	3,8,7	406,471,391	140	100	1	1.0	0.01,0.003,0.011	0.005,0.012,0.013	-0.002
6387	"Gba1"	NA	chrNC_000069.7	+	89115618	89115735	89115622	89115735	89115090	89115294	6387	542,408,457	10,11,11	392,526,376	9,9,6	104	100	0.429882651868	0.9801801167268316	0.981,0.973,0.976	0.977,0.983,0.984	-0.005
