ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2046	"Gm31127"	NA	chrNC_000071.7	-	142365444	142367362	142365444	142366042	142367302	142367362	2046	9,3,15	6,6,10	30,18,9	20,6,7	1360	100	0.2336015907	0.6582921563148929	0.099,0.035,0.099	0.099,0.181,0.086	-0.044
2047	"Gm54170"	NA	chrNC_000069.7	-	28311823	28317842	28311823	28316574	28317558	28317842	2047	195,182,225	3,21,24	391,240,239	46,20,21	1084	100	0.320248444933	0.783264135546055	0.857,0.444,0.464	0.44,0.525,0.512	0.096
2048	"Trip12"	NA	chrNC_000067.7	-	84771245	84772048	84771245	84771305	84771392	84772048	2048	522,476,433	25,36,45	537,440,403	45,52,28	187	100	0.215680169034	0.6389281997118965	0.918,0.876,0.837	0.865,0.819,0.885	0.021
2050	"Bicd2"	NA	chrNC_000079.7	+	49495024	49495386	49495024	49495117	49495221	49495386	2050	370,265,250	5,1,0	338,294,302	1,0,0	204	100	1	1.0	0.973,0.992,1.0	0.994,1.0,1.0	-0.01
2051	"Bicd2"	NA	chrNC_000079.7	+	49536518	49540502	49536518	49536729	49538446	49540502	2051	792,867,703	240,212,239	770,799,1556	172,232,122	1817	100	0.0168384833805	0.13918250264838866	0.154,0.184,0.139	0.198,0.159,0.412	-0.097
2056	"Det1"	NA	chrNC_000073.7	-	78477218	78477860	78477218	78477412	78477516	78477860	2056	56,63,60	2,0,0	60,41,36	1,0,1	204	100	1	1.0	0.932,1.0,1.0	0.967,1.0,0.946	0.006
2057	"Det1"	NA	chrNC_000073.7	-	78477218	78477860	78477218	78477412	78477710	78477860	2057	131,156,133	1,1,1	147,114,112	2,7,4	398	100	0.000386678686892	0.01191267800771123	0.971,0.975,0.971	0.949,0.804,0.876	0.096
2058	"Znhit6"	NA	chrNC_000069.7	+	145281942	145282751	145281942	145282173	145282605	145282751	2058	565,455,426	2,3,1	425,535,370	4,0,4	532	100	0.422544363376	0.8808054193527542	0.982,0.966,0.988	0.952,1.0,0.946	0.013
2059	"Gm35970"	NA	chrNC_000073.7	+	134015208	134016356	134015208	134015378	134015730	134016356	2059	10,11,9	0,0,2	2,6,6	2,3,0	452	100	0.00174030510891	0.034208205944464054	1.0,1.0,0.499	0.181,0.307,1.0	0.337
2060	"Hmgxb4"	NA	chrNC_000074.7	+	75726187	75726519	75726187	75726336	75726440	75726519	2060	5,9,7	52,46,62	9,5,13	62,47,71	204	100	0.635783223708	1.0	0.045,0.088,0.052	0.066,0.05,0.082	-0.004
2062	"Hltf"	NA	chrNC_000069.7	+	20170735	20172649	20170735	20170907	20171941	20172649	2062	735,809,848	27,40,28	934,628,722	21,33,26	1134	100	0.58678564647	1.0	0.706,0.641,0.728	0.797,0.627,0.71	-0.02
2063	"Pigo"	NA	chrNC_000070.7	-	43024562	43025821	43024562	43025074	43025285	43025821	2063	42,64,63	42,57,67	68,66,99	84,39,63	311	100	0.251480671577	0.6816785716858782	0.243,0.265,0.232	0.207,0.352,0.336	-0.052
2065	"Pigo"	NA	chrNC_000070.7	-	43024562	43025821	43024562	43025074	43025779	43025821	2065	185,210,211	21,14,20	236,231,306	20,14,16	805	100	0.15477339495	0.5315317707049388	0.523,0.651,0.567	0.594,0.672,0.704	-0.076
2067	"Gm30723"	NA	chrNC_000069.7	-	18668479	18671483	18668479	18668889	18669016	18671483	2067	0,2,5	0,1,0	0,0,0	0,1,4	227	100	1	1.0	NA,0.468,1.0	NA,0.0,0.0	0.734
2070	"Gm20190"	NA	chrNC_000072.7	+	126748675	126752175	126748675	126748811	126748967	126752175	2070	0,1,0	0,0,0	1,0,4	2,0,0	256	100	1	1.0	NA,1.0,NA	0.163,NA,1.0	0.418
2072	"Ralyl"	NA	chrNC_000069.7	+	13536714	13537852	13536714	13537003	13537759	13537852	2072	4,15,0	1,9,0	6,2,36	2,2,14	856	100	1	1.0	0.318,0.163,NA	0.26,0.105,0.231	0.042
2073	"Gm39090"	NA	chrNC_000073.7	+	127298101	127300814	127298101	127298270	127299328	127300814	2073	11,7,8	10,8,5	14,18,6	11,3,8	1158	100	0.366138766705	0.8255514486437862	0.087,0.07,0.121	0.099,0.341,0.061	-0.074
2074	"Gpr61"	NA	chrNC_000069.7	-	108055659	108059259	108055659	108056488	108057067	108059259	2074	74,75,36	11,16,9	18,113,146	3,11,41	679	100	0.770821373614	1.0	0.498,0.408,0.371	0.469,0.602,0.344	-0.046
2077	"Gm38606"	NA	chrNC_000084.7	-	31689889	31690686	31689889	31689933	31690397	31690686	2077	2,1,2	0,2,0	0,4,5	0,1,0	564	100	1	1.0	1.0,0.081,1.0	NA,0.415,1.0	-0.014
2078	"Gm38606"	NA	chrNC_000084.7	-	31689889	31690686	31689889	31689933	31690542	31690686	2078	2,3,2	1,0,0	0,4,8	0,0,0	709	100	1	1.0	0.22,1.0,1.0	NA,1.0,1.0	-0.26
2079	"Gm38606"	NA	chrNC_000084.7	-	31689889	31690686	31689889	31689933	31690554	31690686	2079	2,3,2	0,2,0	0,4,8	0,0,0	721	100	1	1.0	1.0,0.172,1.0	NA,1.0,1.0	-0.276
2082	"Pcmtd2"	NA	chrNC_000068.8	+	181493378	181495709	181493378	181493502	181495450	181495709	2082	384,326,314	0,6,0	432,342,210	2,1,0	2048	100	0.353464886012	0.8172798542778441	1.0,0.726,1.0	0.913,0.944,1.0	-0.044
2094	"Dpy19l1"	NA	chrNC_000075.7	-	24323073	24325719	24323073	24324282	24325533	24325719	2094	469,565,521	191,235,223	489,566,450	294,229,242	1351	100	0.0586219647557	0.3044161670620143	0.154,0.151,0.147	0.11,0.155,0.121	0.022
2095	"Kcnq2"	NA	chrNC_000068.8	-	180717371	180723568	180717371	180717995	180723247	180723568	2095	6125,8268,2706	5,7,1	3557,5780,26950	3,1,13	5352	100	0.323064830101	0.7882185756874442	0.958,0.957,0.981	0.957,0.991,0.975	-0.009
2096	"Col20a1"	NA	chrNC_000068.8	+	180641479	180641968	180641479	180641609	180641825	180641968	2096	4,13,15	5,10,5	25,2,30	11,4,9	316	100	0.580690421005	1.0	0.202,0.291,0.487	0.418,0.137,0.513	-0.029
2097	"Plxna3"	NA	chrNC_000086.8	+	73377351	73377954	73377351	73377452	73377830	73377954	2097	19,14,26	74,31,42	20,58,78	31,42,54	478	100	8.6668325272e-07	0.00023140442847624	0.051,0.086,0.115	0.119,0.224,0.232	-0.108
2098	"Plxna3"	NA	chrNC_000086.8	+	73378648	73379104	73378648	73378763	73378903	73379104	2098	34,7,16	33,36,26	29,29,60	18,31,38	240	100	0.00232299601541	0.041359398071142	0.3,0.075,0.204	0.402,0.28,0.397	-0.167
2099	"Mrgbp"	NA	chrNC_000068.8	+	180226198	180226664	180226198	180226280	180226486	180226664	2099	161,138,183	21,30,23	203,191,230	31,22,28	306	100	0.409846650334	0.869031516001343	0.715,0.601,0.722	0.682,0.739,0.729	-0.037
2100	"Mrgbp"	NA	chrNC_000068.8	+	180226198	180226664	180226198	180226280	180226589	180226664	2100	225,181,252	42,42,39	261,249,287	37,29,57	409	100	0.24667028935	0.6760066715453402	0.567,0.513,0.612	0.633,0.677,0.552	-0.057
2102	"Tpm3"	NA	chrNC_000069.7	+	89995707	89996430	89995707	89995783	89996354	89996430	2102	552,467,461	4,3,3	482,442,460	3,6,8	671	100	0.102297049737	0.41279565158356174	0.954,0.959,0.958	0.96,0.917,0.895	0.033
2103	"Cars2"	NA	chrNC_000074.7	-	11568923	11569178	11568923	11568990	11569085	11569178	2103	32,25,29	5,3,1	34,34,31	2,3,0	195	100	0.120934436569	0.457466274813549	0.766,0.81,0.937	0.897,0.853,1.0	-0.079
2105	"Grin2d"	NA	chrNC_000073.7	-	45481306	45483511	45481306	45482302	45482384	45483511	2105	1,2,0	0,0,2	5,3,5	0,0,1	182	100	0.229789369683	0.6544401248571841	1.0,1.0,0.0	1.0,1.0,0.733	-0.244
2110	"LOC115486416"	NA	chrNC_000070.7	+	127424256	127426683	127424256	127425444	127426272	127426683	2110	0,6,2	0,0,1	6,0,32	0,0,0	928	100	1	1.0	NA,1.0,0.177	1.0,NA,1.0	-0.411
2111	"Tchp"	NA	chrNC_000071.7	+	114852688	114853192	114852688	114852862	114853044	114853192	2111	11,14,33	4,2,3	38,35,17	5,4,1	282	100	0.510427469428	0.9723498122926445	0.494,0.713,0.796	0.729,0.756,0.858	-0.113
2116	"Myh7b"	NA	chrNC_000068.8	+	155470412	155470819	155470412	155470589	155470673	155470819	2116	5,0,8	0,0,0	6,2,1	0,0,1	184	100	1	1.0	1.0,NA,1.0	1.0,1.0,0.352	0.216
2117	"Myh7b"	NA	chrNC_000068.8	+	155474767	155475189	155474767	155474938	155475084	155475189	2117	0,2,0	4,4,0	2,2,0	1,8,10	246	100	1	1.0	0.0,0.169,NA	0.448,0.092,0.0	-0.096
2118	"Myh7b"	NA	chrNC_000068.8	+	155475272	155475920	155475272	155475368	155475782	155475920	2118	7,12,10	8,0,9	4,10,12	1,1,7	514	100	0.915601893637	1.0	0.145,1.0,0.178	0.438,0.661,0.25	-0.009
2120	"Ufl1"	NA	chrNC_000070.7	-	25247148	25250688	25247148	25249969	25250425	25250688	2120	145,172,115	63,98,92	157,132,186	124,81,92	556	100	0.675495516794	1.0	0.293,0.24,0.184	0.185,0.227,0.267	0.013
2121	"Sall3"	NA	chrNC_000084.7	-	81014395	81017844	81014395	81014736	81014952	81017844	2121	11,5,8	20,23,21	6,3,14	15,24,5	316	100	0.542168853856	0.9937694552371991	0.148,0.064,0.108	0.112,0.038,0.47	-0.1
2123	"Eml5"	NA	chrNC_000078.7	-	98760689	98762880	98760689	98760878	98762765	98762880	2123	213,263,134	35,58,37	131,242,551	40,60,66	1987	100	0.724511015648	1.0	0.234,0.186,0.154	0.141,0.169,0.296	-0.011
2124	"Eml5"	NA	chrNC_000078.7	-	98760689	98762880	98760689	98760878	98762784	98762880	2124	215,274,143	1,2,1	141,248,564	0,3,4	2006	100	0.512496976132	0.9750833203841613	0.915,0.872,0.877	1.0,0.805,0.875	-0.005
2125	"Eml5"	NA	chrNC_000078.7	-	98762765	98767370	98762765	98762880	98767161	98767370	2125	643,874,516	0,0,0	666,730,1663	0,0,1	4381	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.974	0.009
2126	"Eml5"	NA	chrNC_000078.7	-	98765049	98767370	98765049	98765188	98767161	98767370	2126	409,604,336	4,6,5	467,465,1090	5,9,8	2073	100	0.820476045589	1.0	0.831,0.829,0.764	0.818,0.714,0.868	0.008
2127	"Eml5"	NA	chrNC_000078.7	-	98765049	98767370	98765049	98765207	98767161	98767370	2127	407,598,331	5,8,3	460,461,1077	9,7,24	2054	100	0.0592292935081	0.30608170387089095	0.799,0.784,0.843	0.713,0.762,0.686	0.088
2128	"Eml5"	NA	chrNC_000078.7	-	98765049	98767370	98765049	98765188	98767166	98767370	2128	410,606,336	1,3,1	468,465,1091	2,6,4	2078	100	0.212721326849	0.6331565870671421	0.952,0.907,0.942	0.918,0.789,0.929	0.055
2129	"Ehbp1l1"	NA	chrNC_000085.7	-	5767689	5770435	5767689	5767866	5769975	5770435	2129	180,178,238	0,0,0	388,187,221	3,0,1	2209	100	0.361126047232	0.8254219408439915	1.0,1.0,1.0	0.854,1.0,0.909	0.079
2132	"Atp6ap1"	NA	chrNC_000086.8	+	73342325	73343930	73342325	73342388	73343855	73343930	2132	166,181,147	3,1,0	163,210,282	1,6,6	1567	100	0.0253994123311	0.17691242849748784	0.779,0.92,1.0	0.912,0.691,0.75	0.115
2135	"Rab6a"	NA	chrNC_000073.7	+	100278872	100279150	100278872	100278978	100279044	100279150	2135	14,19,16	5,2,2	29,28,46	10,0,4	166	100	0.606889115319	1.0	0.628,0.851,0.828	0.636,1.0,0.874	-0.068
2136	"Gnas"	NA	chrNC_000068.8	+	174169900	174172227	174169900	174169924	174170159	174172227	2136	104,101,109	37,42,22	87,83,99	15,36,41	335	100	0.918055699022	1.0	0.456,0.418,0.597	0.634,0.408,0.419	0.003
2138	"Gm15927"	NA	chrNC_000073.7	-	3646172	3647168	3646172	3646274	3646812	3647168	2138	12,19,20	3,2,1	28,26,27	0,0,8	638	100	0.191307809076	0.5950973012422369	0.385,0.598,0.758	1.0,1.0,0.346	-0.202
2141	"Ccdc74a"	NA	chrNC_000082.7	+	17468012	17468602	17468012	17468069	17468230	17468602	2141	318,609,649	143,243,358	1101,462,742	617,211,377	261	100	0.363787867392	0.8254606480808705	0.46,0.49,0.41	0.406,0.456,0.43	0.023
2145	"Fam210b"	NA	chrNC_000068.8	+	172194505	172197669	172194505	172194764	172197154	172197669	2145	2624,3247,3178	4,4,2	4830,2578,4055	7,5,16	2490	100	0.0118391368138	0.11235694159242478	0.963,0.97,0.985	0.965,0.954,0.911	0.029
2148	"Tmem276"	NA	chrNC_000081.7	-	76543418	76543639	76543418	76543494	76543580	76543639	2148	741,848,849	7,10,8	1035,690,992	21,1,15	186	100	0.292245629544	0.7448561073100858	0.983,0.979,0.983	0.964,0.997,0.973	0.004
2149	"Tmem276"	NA	chrNC_000081.7	-	76543418	76543929	76543418	76543494	76543705	76543929	2149	917,1071,1035	2,0,5	1294,861,1192	5,1,3	311	100	1	1.0	0.993,1.0,0.985	0.988,0.996,0.992	0.001
2150	"Tmem276"	NA	chrNC_000081.7	-	76543418	76543929	76543418	76543639	76543705	76543929	2150	330,393,370	8,12,19	489,311,393	24,7,9	166	100	0.861885619677	1.0	0.961,0.952,0.921	0.925,0.964,0.963	-0.006
2151	"Tmem276"	NA	chrNC_000081.7	-	76543418	76543929	76543418	76543639	76543855	76543929	2151	632,746,750	18,23,14	914,654,824	51,11,7	316	100	0.810729453796	1.0	0.917,0.911,0.944	0.85,0.95,0.974	-0.001
2152	"Tmem276"	NA	chrNC_000081.7	-	76543418	76543929	76543418	76543705	76543855	76543929	2152	467,539,557	0,0,2	654,500,615	4,0,2	250	100	1	1.0	1.0,1.0,0.991	0.985,1.0,0.992	0.005
2153	"Tmem276"	NA	chrNC_000081.7	-	76543418	76543929	76543418	76543639	76543909	76543929	2153	635,748,755	2,2,5	916,656,829	2,2,1	370	100	0.676777895699	1.0	0.988,0.99,0.976	0.992,0.989,0.996	-0.008
2154	"Tmem276"	NA	chrNC_000081.7	-	76543418	76543929	76543418	76543705	76543909	76543929	2154	470,541,562	0,1,0	656,502,620	0,0,0	304	100	1	1.0	1.0,0.994,1.0	1.0,1.0,1.0	-0.002
2155	"Gm42456"	NA	chrNC_000071.7	-	137280607	137281726	137280607	137280750	137281320	137281726	2155	17,11,9	0,0,1	18,4,14	0,0,3	670	100	0.277785075952	0.7277378441130075	1.0,1.0,0.573	1.0,1.0,0.411	0.054
2156	"Gm42456"	NA	chrNC_000071.7	-	137280607	137281726	137280607	137280750	137281545	137281726	2156	26,14,10	10,7,4	18,7,23	0,15,8	895	100	0.696202030355	1.0	0.225,0.183,0.218	1.0,0.05,0.243	-0.222
2158	"Syt7"	NA	chrNC_000085.7	+	10399758	10400376	10399758	10399881	10400148	10400376	2158	20,27,16	8,11,5	16,27,58	3,14,26	367	100	0.821294200828	1.0	0.405,0.401,0.466	0.592,0.344,0.378	-0.014
2160	"Zfp606"	NA	chrNC_000073.7	+	12214861	12215108	12214861	12214953	12215044	12215108	2160	17,14,4	6,6,4	9,8,9	12,7,14	191	100	0.0236755569979	0.17123359959654988	0.597,0.55,0.344	0.282,0.374,0.252	0.194
2162	"Snx12"	NA	chrNC_000086.8	-	100140728	100141833	100140728	100140842	100141119	100141833	2162	42,21,59	2,8,7	47,34,36	7,3,4	377	100	0.712187862478	1.0	0.848,0.41,0.691	0.64,0.75,0.705	-0.049
2163	"Snx12"	NA	chrNC_000086.8	-	100255564	100257470	100255564	100255952	100257379	100257470	2163	1894,1618,1465	38,39,22	1191,2014,1702	27,32,27	1527	100	0.489656118413	0.9558400478932765	0.765,0.731,0.813	0.743,0.805,0.805	-0.015
2164	"Slc9a8"	NA	chrNC_000068.8	+	167288421	167293270	167288421	167288456	167293126	167293270	2164	317,245,243	83,96,104	399,289,281	51,122,109	4770	100	0.146145332423	0.5136352458796579	0.074,0.051,0.047	0.141,0.047,0.051	-0.022
2165	"Rab36"	NA	chrNC_000076.7	+	74872726	74874352	74872726	74873153	74874189	74874352	2165	769,778,983	14,20,10	1293,802,1005	32,16,9	1136	100	0.852416301492	1.0	0.829,0.774,0.896	0.781,0.815,0.908	-0.002
2166	"Rab36"	NA	chrNC_000076.7	+	74872726	74874352	74872726	74873315	74874189	74874352	2166	666,658,828	6,5,9	1117,684,857	9,10,11	974	100	0.430848714779	0.8885484755204943	0.919,0.931,0.904	0.927,0.875,0.889	0.021
2167	"Rab36"	NA	chrNC_000076.7	+	74872726	74874352	74872726	74873153	74874264	74874352	2167	843,864,1105	25,17,17	1461,891,1079	19,14,29	1211	100	0.499326269016	0.9638182852326714	0.736,0.808,0.843	0.864,0.84,0.754	-0.024
2168	"Rab36"	NA	chrNC_000076.7	+	74872726	74874352	74872726	74873315	74874264	74874352	2168	740,744,950	1,12,8	1285,773,931	0,1,2	1049	100	2.75326095567e-06	0.000588096540131112	0.986,0.855,0.919	1.0,0.987,0.978	-0.068
2169	"Rab36"	NA	chrNC_000076.7	+	74872726	74874352	74872726	74873315	74874271	74874352	2169	750,776,965	32,35,47	1311,791,952	61,27,31	1056	100	0.283552859729	0.7333509260771913	0.689,0.677,0.66	0.671,0.735,0.744	-0.041
2171	"Zmynd8"	NA	chrNC_000068.8	-	165720709	165721438	165720709	165720877	165721011	165721438	2171	19,5,8	0,1,0	13,15,20	0,3,5	234	100	0.000183766644066	0.007583432620968462	1.0,0.681,1.0	1.0,0.681,0.631	0.123
2172	"LOC118567373"	NA	chrNC_000072.7	+	29021732	29022395	29021732	29021790	29022319	29022395	2172	8,8,6	1,3,2	2,7,28	0,0,2	629	100	0.000254005824307	0.009144209675051999	0.56,0.298,0.323	1.0,1.0,0.69	-0.503
2173	"LOC118567373"	NA	chrNC_000072.7	+	29021732	29022395	29021732	29021971	29022319	29022395	2173	7,7,6	0,1,0	1,3,20	0,0,0	448	100	1	1.0	1.0,0.61,1.0	1.0,1.0,1.0	-0.13
2174	"Slc35c2"	NA	chrNC_000068.8	-	165125168	165125520	165125168	165125327	165125447	165125520	2174	391,375,298	1,7,5	364,297,484	5,2,3	220	100	0.400477114128	0.8639369493653827	0.994,0.961,0.964	0.971,0.985,0.987	-0.008
2175	"Zfp960"	NA	chrNC_000083.7	+	17307505	17309893	17307505	17308317	17309494	17309893	2175	115,116,87	1,2,0	133,103,117	2,2,3	1277	100	0.0352710506329	0.22234285217935873	0.9,0.82,1.0	0.839,0.801,0.753	0.109
2176	"Cd40"	NA	chrNC_000068.8	+	164911548	164911768	164911548	164911635	164911736	164911768	2176	0,3,0	1,5,2	0,1,2	1,0,1	201	100	0.914810275833	1.0	0.0,0.23,0.0	0.0,1.0,0.499	-0.423
2177	"Cd40"	NA	chrNC_000068.8	+	164911548	164911768	164911548	164911635	164911741	164911768	2177	0,3,2	0,0,0	0,1,2	0,1,0	206	100	1	1.0	NA,1.0,1.0	NA,0.327,1.0	0.337
2179	"Pik3cd"	NA	chrNC_000070.7	-	149739583	149739957	149739583	149739705	149739792	149739957	2179	3,8,2	2,7,2	1,2,8	11,13,26	187	100	0.00205857931379	0.03812536486348648	0.445,0.379,0.348	0.046,0.076,0.141	0.303
2180	"Pik3cd"	NA	chrNC_000070.7	-	149739583	149739957	149739583	149739714	149739792	149739957	2180	3,8,2	3,1,0	1,2,6	2,5,15	178	100	0.0033329217207	0.051339813428475004	0.36,0.818,1.0	0.219,0.183,0.183	0.531
2181	"Dancr"	NA	chrNC_000071.7	+	74253779	74254998	74253779	74253800	74254018	74254998	2181	31,25,10	11,10,9	15,14,24	16,5,8	318	100	0.764054437679	1.0	0.47,0.44,0.259	0.228,0.468,0.485	-0.004
2182	"Dancr"	NA	chrNC_000071.7	+	74254018	74254998	74254018	74254080	74254548	74254998	2182	20,24,43	33,21,16	37,27,38	25,14,17	568	100	0.175939569393	0.5711351371177023	0.096,0.168,0.321	0.207,0.253,0.282	-0.052
2183	"Pigt"	NA	chrNC_000068.8	+	164349194	164350221	164349194	164349430	164349622	164350221	2183	2277,2206,2194	147,158,199	2635,2104,1993	197,151,161	292	100	0.962299098918	1.0	0.841,0.827,0.791	0.821,0.827,0.809	0.001
2184	"Arhgap33"	NA	chrNC_000073.7	-	30225771	30226388	30225771	30225925	30226176	30226388	2184	26,33,34	4,16,9	33,43,69	16,10,51	351	100	0.238019277444	0.6654570374612356	0.649,0.37,0.518	0.37,0.551,0.278	0.113
2185	"Btn2a2"	NA	chrNC_000079.7	-	23664619	23664757	23664619	23664646	23664736	23664757	2185	0,0,1	0,1,3	2,1,2	0,0,1	190	100	1	1.0	NA,0.0,0.149	1.0,1.0,0.513	-0.763
2186	"Ints2"	NA	chrNC_000077.7	-	86146848	86147323	86146848	86147155	86147247	86147323	2186	20,22,17	3,16,4	22,20,16	4,6,9	192	100	0.924580622105	1.0	0.776,0.417,0.689	0.741,0.635,0.481	0.008
2187	"Ints2"	NA	chrNC_000077.7	-	86146848	86147323	86146848	86147155	86147262	86147323	2187	27,25,26	2,6,0	25,25,17	11,2,4	207	100	0.0686106992185	0.331067289602521	0.867,0.668,1.0	0.523,0.858,0.672	0.161
2188	"Ints2"	NA	chrNC_000077.7	-	86146848	86148420	86146848	86147155	86148029	86148420	2188	115,87,90	25,10,21	152,104,75	22,32,22	974	100	0.424206686883	0.880826878846539	0.321,0.472,0.306	0.415,0.25,0.259	0.058
2189	"Ccdc78"	NA	chrNC_000083.7	+	26008759	26008999	26008759	26008826	26008898	26008999	2189	6,20,9	7,28,33	21,6,17	87,9,42	172	100	0.22830196719	0.6525240882040678	0.333,0.293,0.137	0.123,0.279,0.19	0.057
2190	"Optn"	NA	chrNC_000068.8	-	5025452	5026292	5025452	5026039	5026133	5026292	2190	211,210,185	19,15,24	204,204,213	25,12,22	194	100	0.948146418399	1.0	0.851,0.878,0.799	0.808,0.898,0.833	-0.004
2191	"Gm51708"	NA	chrNC_000075.7	-	59543872	59544562	59543872	59544074	59544495	59544562	2191	4,0,0	2,0,2	4,1,2	4,2,1	521	100	1	1.0	0.277,NA,0.0	0.161,0.088,0.277	-0.037
2192	"Dph3"	NA	chrNC_000080.7	-	31802473	31805203	31802473	31803226	31805125	31805203	2192	2389,2270,2390	10,4,3	2224,2552,2356	6,0,2	1999	100	0.040292410498	0.2389944827440813	0.923,0.966,0.976	0.949,1.0,0.983	-0.022
2193	"Prox1"	NA	chrNC_000067.7	-	189850231	189855602	189850231	189855051	189855394	189855602	2193	319,373,188	9,8,5	230,287,503	4,9,11	443	100	0.887718760363	1.0	0.889,0.913,0.895	0.928,0.878,0.912	-0.007
2198	"Sema4d"	NA	chrNC_000079.7	-	51854872	51857567	51854872	51855076	51855525	51857567	2198	69,85,53	14,19,17	81,95,113	10,22,63	549	100	0.764186176585	1.0	0.473,0.449,0.362	0.596,0.44,0.246	0.001
2199	"Sema4d"	NA	chrNC_000079.7	-	51854872	51857567	51854872	51855076	51857237	51857567	2199	1392,1419,1059	8,3,7	1245,1415,2326	7,1,7	2261	100	0.241823507393	0.669430335101658	0.885,0.954,0.87	0.887,0.984,0.936	-0.033
2200	"Lmln"	NA	chrNC_000082.7	+	32943891	32948065	32943891	32944728	32945410	32948065	2200	194,260,236	0,1,1	390,255,314	4,0,3	782	100	1	1.0	1.0,0.971,0.968	0.926,1.0,0.93	0.028
2201	"Lmln"	NA	chrNC_000082.7	+	32943891	32948065	32943891	32945220	32945410	32948065	2201	54,75,102	1,2,1	109,67,112	1,2,2	290	100	0.808319411547	1.0	0.949,0.928,0.972	0.974,0.92,0.951	0.001
2202	"Lmln"	NA	chrNC_000082.7	+	32943891	32948065	32943891	32944728	32945413	32948065	2202	195,260,236	2,1,4	392,257,316	1,0,4	785	100	0.218409904371	0.6417780708778515	0.925,0.971,0.883	0.98,1.0,0.91	-0.037
2205	"Fktn"	NA	chrNC_000070.7	+	53739770	53742766	53739770	53739926	53742495	53742766	2205	64,47,50	0,0,0	65,47,64	0,1,1	2669	100	1	1.0	1.0,1.0,1.0	1.0,0.638,0.706	0.219
2207	"Klhl20"	NA	chrNC_000067.7	-	160915944	160918081	160915944	160916767	160917483	160918081	2207	618,592,623	4,2,4	698,646,649	17,2,10	816	100	0.00339416255311	0.05203299913954278	0.95,0.973,0.95	0.834,0.975,0.888	0.059
2208	"Gm37885"	NA	chrNC_000067.7	+	182317406	182322989	182317406	182319252	182320176	182322989	2208	269,221,239	0,0,1	253,260,206	0,0,0	1024	100	1	1.0	1.0,1.0,0.959	1.0,1.0,1.0	-0.014
2209	"Adamts7"	NA	chrNC_000075.7	+	90074951	90076322	90074951	90075918	90076095	90076322	2209	56,32,45	9,16,12	38,47,24	14,10,12	277	100	0.625520911104	1.0	0.692,0.419,0.575	0.495,0.629,0.419	0.048
2210	"Gm36127"	NA	chrNC_000073.7	+	4840090	4844995	4840090	4841271	4844889	4844995	2210	5,20,0	2,0,0	2,12,11	0,0,0	3718	100	1	1.0	0.063,1.0,NA	1.0,1.0,1.0	-0.469
2211	"Fubp3"	NA	chrNC_000068.8	+	31505509	31507533	31505509	31505637	31506190	31507533	2211	600,487,564	194,211,187	417,615,406	223,158,208	653	100	0.365273373448	0.8254606480808705	0.321,0.261,0.316	0.223,0.373,0.23	0.024
2212	"Fubp3"	NA	chrNC_000068.8	+	31505509	31507533	31505509	31505698	31506190	31507533	2212	524,411,495	35,35,27	339,536,352	39,54,46	592	100	0.0014594983186	0.03076468824206842	0.717,0.665,0.756	0.595,0.626,0.564	0.118
2213	"Snapc3"	NA	chrNC_000070.7	+	83360989	83368472	83360989	83367399	83368307	83368472	2213	20,14,24	0,2,0	29,25,23	0,1,1	1008	100	0.647728587453	1.0	1.0,0.41,1.0	1.0,0.713,0.695	0.001
2214	"Snapc3"	NA	chrNC_000070.7	+	83360989	83368472	83360989	83367399	83368434	83368472	2214	121,110,152	0,0,0	116,153,165	0,1,0	1135	100	1	1.0	1.0,1.0,1.0	1.0,0.931,1.0	0.023
2215	"Snapc3"	NA	chrNC_000070.7	+	83379267	83384374	83379267	83379348	83384201	83384374	2215	3674,4032,3723	5,1,0	3770,4097,4995	0,0,1	4953	100	0.707817813864	1.0	0.937,0.988,1.0	1.0,1.0,0.99	-0.022
2216	"Necab3"	NA	chrNC_000068.8	-	154388589	154388836	154388589	154388643	154388720	154388836	2216	66,46,36	235,157,89	69,64,83	159,243,187	177	100	0.239780207023	0.6684093536177426	0.137,0.142,0.186	0.197,0.13,0.2	-0.021
2217	"Zeb2"	NA	chrNC_000068.8	-	45000027	45000372	45000027	45000169	45000359	45000372	2217	33,50,58	2,0,3	61,44,53	1,5,0	290	100	0.769624920698	1.0	0.851,1.0,0.87	0.955,0.752,1.0	0.005
2218	"Gm31619"	NA	chrNC_000068.8	-	167417292	167419916	167417292	167417461	167418214	167419916	2218	0,2,2	0,0,0	0,0,0	0,1,0	853	100	1	1.0	NA,1.0,1.0	NA,0.0,NA	1.0
2220	"Hinfp"	NA	chrNC_000075.7	-	44213706	44216243	44213706	44213884	44216078	44216243	2220	67,55,88	2,4,7	59,77,81	4,3,4	2294	100	0.668392164005	1.0	0.594,0.375,0.354	0.391,0.528,0.469	-0.022
